"club_id","club_number","club_name","address1","club_name_identifier","address2","locator","city","state","zip","country","phone","fax","email","website_url","open","map"
"3781","1513","Perth CBD","1st Floor 109 Murray Street","Perth CBD - 1513","","","Perth","WA","6000","AUS","0450707627","","perthcbd@snapfitness.com.au","www.snapfitness.com/perthCBD","Yes",""
"3784","1415","Granbury","1030 East Highway 377 Suite 128","Granbury - 1415","","","Granbury","TX","76048-1457","USA","8172430012","","granbury@snapfitness.com","www.snapfitness.com/granbury","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1415.pdf"
"3787","1529","Nerang","My Centre, 57 Station St","Nerang - 1529","","","Nerang","QL","4211","AUS","0420538885","","nerang@snapfitness.com.au","www.snapfitness.com/nerang","Yes",""
"3802","1433","Henderson","Lincoln North Shopping Centre, Cnr Lincoln Road and Universal Drive","Henderson - 1433","","","Henderson","AU","0610","NZL","09 837 3329 & 0275 762 701","","henderson@snapfitness.com","www.snapfitness.com/henderson","Yes",""
"3809","1417","Woodland Park","1131 E US Highway 24","Woodland Park - 1417","","","Woodland Park","CO","80863","USA","7196866494","","woodlandpark@snapfitness.com","www.snapfitness.com/woodlandpark","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1417.pdf"
"3811","1589","Wetaskiwin","3725-56 Street","Wetaskiwin - 1589","Unit 1840","","Wetaskiwin","AB","T9A 3A5","CAN","7803527588","","wetaskiwin@snapfitness.com","www.snapfitness.com/wetaskiwin","Yes",""
"3813","1419","Indianola","510 US Highway 82 West, Suite H","Indianola - 1419","","","Indianola","MS","38751","USA","6625954069","","indianolams@snapfitness.com","www.snapfitness.com/indianolams","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1419.pdf"
"3814","1418","Mackay Northern Beaches","Northern Beaches Central Shopping Centre","Mackay Northern Beaches - 1418","Level 1, 10 Eimeo Road, Rural View","","Mackay","QL","4740","AUS","0478201820","","mackaynorthernbeaches@snapfitness.com.au","www.snapfitness.com/mackaynorthernbeaches","Yes",""
"3818","1486","Portland-Sellwood","7110 SE Milwaukie Ave.","Portland-Sellwood - 1486","","","Portland","OR","97202","USA","5033341887","","portlandsellwood@snapfitness.com","www.snapfitness.com/portlandsellwood","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1486.pdf"
"3820","1765","Topacio","Topacio 3541 Planta Alta","Topacio - 1765","Col. Santa Eduviges","","Guadalajara","JA","44580","MEX","","","topacio@snapfitness.com.mx","www.snapfitness.com/aviacion","Yes",""
"3822","1423","Ellenwood","115 Fairview Rd.","Ellenwood - 1423","","Fairview Oaks Plaza","Ellenwood","GA","30294","USA","4049961677","","ellenwood@snapfitness.com","www.snapfitness.com/ellenwood","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1423.pdf"
"3823","1509","Ladner","4857 Elliott Street, Unit 118","Ladner - 1509","","","Delta","BC","V4K 2X7","CAN","6042831464","","ladnerbc@snapfitness.com","www.snapfitness.com/ladnerbc","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1509.pdf"
"3824","1659","Burnaby","6745 East Hastings Street","Burnaby - 1659","","","Burnaby","BC","V5B 1S6","CAN","6042839941","","burnaby@snapfitness.com","www.snapfitness.com/burnaby","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1659.pdf"
"3835","1428","Kawana","Tenancy 11 and 12. No. 5 Lutana Street","Kawana - 1428","","Behind the Shell Service station","Buddina","QL","4575","AUS","0427117410","","kawana@snapfitness.com.au","www.snapfitness.com/kawana","Yes",""
"3836","1427","Meadowbrook","2-10 Yeates Crescent","Meadowbrook - 1427","","","Meadowbrook","QL","4131","AUS","0411754559","","meadowbrook@snapfitness.com.au","www.snapfitness.com/meadowbrook","Yes",""
"3845","1531","Spring Hill","2047 Wall Street","Spring Hill - 1531","","","Spring Hill","TN","37174","USA","9314511199","","springhilltn@snapfitness.com","www.snapfitness.com/springhilltn","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1531.pdf"
"3850","1431","Royston","1053 Franklin Springs Street","Royston - 1431","","","Royston","GA","30662","USA","7064989636","","royston@snapfitness.com","www.snapfitness.com/royston","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1431.pdf"
"3851","1432","Guymon","1924 Highway N 64","Guymon - 1432","","North Ridge Shopping Center (next to Sears and Rent a Center)","Guymon","OK","73942","USA","5803771258","","guymon@snapfitness.com","www.snapfitness.com/guymon","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1432.pdf"
"3854","1494","Pukekohe","9b Massey Ave.","Pukekohe - 1494","","","Pukekohe","AU","2120","NZL","0275762702 & 09 238 4463","","pukekohe@snapfitness.com","www.snapfitness.com/pukekohe","Yes",""
"3856","1463","Zapopan","AV DE LA PATRIA #33, Colonia Vallarta Patria","Zapopan - 1463","","","Zapopan","JA","45020","MEX","(33) 3682-0826","","patriavallarta@snapfitness.com.mx","www.snapfitness.com/patriavallarta","Yes",""
"3858","1590","Zapopan-Virreyes","Naciones Unidas #6895-12A","Zapopan-Virreyes - 1590","Fraccionamiento Virreyes","","Zapopan","JA","45111","MEX","(33)3627-8461","","virreyes@snapfitness.com.mx","www.snapfitness.com/virreyes","Yes",""
"3861","1434","Ashburton","Unit 2 – 146 Moore St","Ashburton - 1434","","next to Electra Serve","Ashburton","CA","7700","NZL","03-3070350","","ashburton@snapfitness.com","www.snapfitness.com/ashburton","Yes",""
"3862","1435","New Plymouth","145 Courtenay Street","New Plymouth - 1435","","","New Plymouth","TK","4310","NZL","(06) 757 2240","","newplymouth@snapfitness.com","www.snapfitness.com/newplymouth","Yes",""
"3863","1563","Coopersville","1136 West Randall Road","Coopersville - 1563","Suite F","","Coopersville","MI","49404","USA","6169977627","","coopersville@snapfitness.com","www.snapfitness.com/coopersville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1563.pdf"
"3864","1544","Sherman","131 Illini Drive","Sherman - 1544","","","Sherman","IL","62684","USA","2173814951","","sherman@snapfitness.com","www.snapfitness.com/sherman","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1544.pdf"
"3865","1436","Dallas-North","6911 Frankford Road Suite 700","Dallas-North - 1436","","Snap Fitness","Dallas","TX","75252","USA","9729055072","","northdallastx@snapfitness.com","www.snapfitness.com/northdallastx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1436.pdf"
"3869","1411","Hawkinsville","58 Surrey Plaza","Hawkinsville - 1411","","Hawkinsville, GA","Hawkinsville","GA","31036","USA","4782464955","","hawkinsville@snapfitness.com","www.snapfitness.com/hawkinsville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1411.pdf"
"3870","1437","Portales","1608 East Spruce Street Suite 100","Portales - 1437","Portales Plaza Shopping Center","","Portales","NM","88130","USA","5753597100","","portales@snapfitness.com","www.snapfitness.com/portales","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1437.pdf"
"3872","1549","Clewiston","920 West Sugarland Highway","Clewiston - 1549","","","Clewiston","FL","33440","USA","8639833000","","clewistonfl@snapfitness.com","www.snapfitness.com/clewistonfl","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1549.pdf"
"3877","1438","Frankton, Hamilton","97 Killarny Road","Frankton, Hamilton - 1438","cnr Greenwood Street","","Frankton, Hamilton","WK","3204","NZL","079570994","","frankton@snapfitness.com","www.snapfitness.com/frankton","Yes",""
"3879","1619","Flagstaff","7810 North Hwy. 89","Flagstaff - 1619","","","Flagstaff","AZ","86004","USA","9285226600","","flagstaff@snapfitness.com","www.snapfitness.com/flagstaff","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1619.pdf"
"3880","1736","Rockford","157 Marcell Dr. NE","Rockford - 1736","","","Rockford","MI","49341","USA","6169517004","","rockfordmi@snapfitness.com","www.snapfitness.com/rockfordmi","Yes",""
"3889","1460","Buckeye","410 East Highway 85","Buckeye - 1460","","","Buckeye","AZ","85326","USA","4807452465","","buckeye@snapfitness.com","www.snapfitness.com/buckeye","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1460.pdf"
"3895","1485","North Arlington","2800 Forestwood Drive, Suite 130","North Arlington - 1485","Next to Clicks","","Arlington","TX","76006","USA","6828881463","","northarlingtontx@snapfitness.com","www.snapfitness.com/northarlingtontx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1485.pdf"
"3899","1506","Caledonia","9321 Cherry Valley Ave.","Caledonia - 1506","","","Caledonia","MI","49316","USA","6165362662","","caledonia@snapfitness.com","www.snapfitness.com/caledonia","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1506.pdf"
"3901","1552","Medina","1106 North Court St.","Medina - 1552","","","Medina","OH","44256","USA","3303917237","","medinaoh@snapfitness.com","www.snapfitness.com/medinaoh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1552.pdf"
"3919","1468","Macomb","212 E. Calhoun Street Suite C","Macomb - 1468","","","Macomb","IL","61455","USA","3097314341","","macombil@snapfitness.com","www.snapfitness.com/macombil","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1468.pdf"
"3920","1470","Te Aro, Wellington","Unit 1 49-63 Tory Street","Te Aro, Wellington - 1470","","The Old Telecom Building","Te Aro, Wellington","WG","6011","NZL","08007627","","tearo@snapfitness.com","www.snapfitness.com/tearo","Yes",""
"3921","1467","Shakopee","1282 Vierling Drive East","Shakopee - 1467","","","Shakopee","MN","55379","USA","9523149922","","shakopee169@snapfitness.com","www.snapfitness.com/shakopee169","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1467.pdf"
"3922","1469","Claxton","214C North Duval Street","Claxton - 1469","","","Claxton","GA","30417","USA","9122251211","","claxton@snapfitness.com","www.snapfitness.com/claxton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1469.pdf"
"3923","1488","Keizer","5442 River Road North","Keizer - 1488","","Next to Albertsons","Keizer","OR","97303","USA","5034006344","","keizer@snapfitness.com","www.snapfitness.com/keizer","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1488.pdf"
"3925","1511","Lilburn","375 Rockbridge Road","Lilburn - 1511","Suite 148","Lawrenceville Hwy. at Rockbridge Rd","Lilburn","GA","30047","USA","4704227735","","lilburn@snapfitness.com","www.snapfitness.com/lilburn","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1511.pdf"
"3930","1535","Erie-Harborcreek","4059 Buffalo Road","Erie-Harborcreek - 1535","","In the Giant Eagle Plaza","Erie-Harborcreek","PA","16510","USA","8143148588","","harborcreekpa@snapfitness.com","www.snapfitness.com/harborcreekpa","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1535.pdf"
"3931","1490","Dublin","5615 Woerner-Temple Road","Dublin - 1490","","","Dublin","OH","43017","USA","6143568389","","dublinoh@snapfitness.com","www.snapfitness.com/dublinoh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1490.pdf"
"3934","1471","Centerville","710 North 18th Street","Centerville - 1471","","","Centerville","IA","52544","USA","6415697005","","centervilleia@snapfitness.com","www.snapfitness.com/centervilleia","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1471.pdf"
"3935","1472","Raton","1100 South 2nd Street Suite C","Raton - 1472","","","Raton","NM","87740","USA","5753030850","","raton@snapfitness.com","www.snapfitness.com/raton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1472.pdf"
"3937","1473","Warrnambool","Shop 13, Bayside Plaza","Warrnambool - 1473","","","Warrnambool","VI","3280","AUS","0478202144","","warrnambool@snapfitness.com.au","www.snapfitness.com/warrnambool","Yes",""
"3938","1474","Echuca","111-113 Annesley Street","Echuca - 1474","","","Echuca","VI","3564","AUS","0478202143","","echuca@snapfitness.com.au","www.snapfitness.com/echuca","Yes",""
"3939","1475","Heidelberg","40 Burgundy Street","Heidelberg - 1475","","","Melbourne-Heidelberg","VI","3084","AUS","0478202145","","heidelberg@snapfitness.com.au","www.snapfitness.com/heidelberg","Yes",""
"3947","1478","Helensvale","Town Centre Drive","Helensvale - 1478","(opposite the train station)","Westfield Helensvale","Helensvale","QL","4212","AUS","0403388556","","helensvale@snapfitness.com.au","www.snapfitness.com/helensvale","Yes",""
"3948","1477","Whyalla","34 Patterson St.","Whyalla - 1477","","","Whyalla","SA","5600","AUS","041207520","","whyalla@snapfitness.com.au","www.snapfitness.com/whyalla","Yes",""
"3949","1479","Tillsonburg","205 Broadway Street","Tillsonburg - 1479","","","Tillsonburg","ON","N4G 5A8","CAN","2262892131","","tillsonburg@snapfitness.com","www.snapfitness.com/tillsonburg","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1479.pdf"
"3952","1481","Corry","113 West Smith Street","Corry - 1481","","","Corry","PA","16407","USA","8144622455","","corry@snapfitness.com","www.snapfitness.com/corry","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1481.pdf"
"3958","1526","South Ogden","1479 East 5600 South","South Ogden - 1526","","","South Ogden","UT","84403","USA","8013925502","","southogden@snapfitness.com","www.snapfitness.com/southogden","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1526.pdf"
"3959","1673","Hudsonville","5696 Balsam Drive","Hudsonville - 1673","","","Hudsonville","MI","49426","USA","6167771345","","hudsonville@snapfitness.com","www.snapfitness.com/hudsonville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1673.pdf"
"3964","1482","Carson City","420 West Main Street","Carson City - 1482","","","Carson City","MI","48811","USA","6165485794","","carsoncity@snapfitness.com","www.snapfitness.com/carsoncity","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1482.pdf"
"3965","1483","Gran Sur","Periférico Sur #5550","Gran Sur - 1483","Col Pedregal de Carasco","","Mexico City","DF","04700","MEX","(55) 51.71.20.98","","gransur@snapfitness.com.mx","www.snapfitness.com/gransur","Yes",""
"3967","1484","Grants","698 E. Roosevelt Ave.","Grants - 1484","","","Grants","NM","87020","USA","5052406009","","grants@snapfitness.com","www.snapfitness.com/grants","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1484.pdf"
"3978","1507","Modbury","490 Montague Road","Modbury - 1507","","","Modbury North","SA","5092","AUS","0478062774","","modbury@snapfitness.com.au","www.snapfitness.com/modbury","Yes",""
"3979","1487","Saugatuck","3467 Blue Star Highway","Saugatuck - 1487","","","Saugatuck","MI","49453","USA","6169281988","","saugatuck@snapfitness.com","www.snapfitness.com/saugatuck","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1487.pdf"
"3984","1493","Wollongong","335 Keira Street","Wollongong - 1493","","","Wollongong","NS","2500","AUS","0404719059","","wollongong@snapfitness.com.au","www.snapfitness.com/wollongong","Yes",""
"3990","1562","Peachtree City","300 Crosstown Drive","Peachtree City - 1562","","","Peachtree City","GA","30269","USA","6785522338","","peachtreecityga@snapfitness.com","www.snapfitness.com/peachtreecityga","Yes",""
"3992","1586","Kingsport","2626 East Stone Drive","Kingsport - 1586","Suite 200","","Kingsport","TN","37660","USA","4233435145","","kingsport@snapfitness.com","www.snapfitness.com/kingsport","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1586.pdf"
"3997","1495","Bundaberg","Bundaberg Plaza, Maryborough Street","Bundaberg - 1495","","","Bundaberg","QL","4670","AUS","0422638910","","bundaberg@snapfitness.com.au","www.snapfitness.com/bundaberg","Yes",""
"4000","1500","Manly West","Corner of Manly St. and Hargreaves St.","Manly West - 1500","","","Manly West","QL","4172","AUS","0450762769","","manlywest@snapfitness.com.au","www.snapfitness.com/manlywest","Yes",""
"4001","1499","Blackwell","827 West Doolin Ave. Suite B","Blackwell - 1499","","","Blackwell","OK","74631","USA","5802626700","","blackwell@snapfitness.com","www.snapfitness.com/blackwell","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1499.pdf"
"4002","1498","Miami","2160 Gold Coast Hwy","Miami - 1498","Miami","Snap Fitness Miami","Gold Coast","QL","4220","AUS","0499588166","","miami@snapfitness.com.au","www.snapfitness.com/miami","Yes",""
"4007","1512","Napier","148 Taradale Road","Napier - 1512","","","Napier","HB","4112","NZL","06 843 2350","","napier@snapfitness.com","www.snapfitness.com/napier","Yes",""
"4008","1556","Hastings","204 St Aubyn Street","Hastings - 1556","","","Hastings","HB","4122","NZL","06 8782046","","hastingsnz@snapfitness.com","www.snapfitness.com/hastingsnz","Yes",""
"4015","1708","Ceboruco","Av. Ceboruco # 2317 Colonia Xinantécatl,","Ceboruco - 1708","","","Metepec","MX","52169 ","MEX","","","ceboruco@snapfitness.com.mx","www.snapfitness.com/toluca2","Yes",""
"4017","1501","Milton Keynes","349 South Row","Milton Keynes - 1501","Central Milton Keynes","Snap Fitness MK","Milton Keynes","BU","MK9 2FY","GBR","01908 233515","","mk@snapfitness.co.uk","www.snapfitness.com/miltonkeynes","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1501.pdf"
"4022","1505","Invercargill","22 Tay Street","Invercargill - 1505","","","Invercargill","SO","9810","NZL","","","invercargill@snapfitness.com","www.snapfitness.com/invercargill","Yes",""
"4023","1504","Feilding","52-56 Aorangi Street","Feilding - 1504","","","Feilding","MW","4702","NZL","06 323 0950","","feilding@snapfitness.com","www.snapfitness.com/feilding","Yes",""
"4024","1569","Vermont South","475 Burwood Highway","Vermont South - 1569","","","Vermont South","VI","3133","AUS","0487762787","","vermontsouth@snapfitness.com.au","www.snapfitness.com/vermontsouth","Yes",""
"4026","1503","Shelby","209 Mansfield Ave.","Shelby - 1503","","","Shelby","OH","44875","USA","4193424000","","shelby@snapfitness.com","www.snapfitness.com/shelby","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1503.pdf"
"4027","1591","McMinnville","697 SW Keck Drive","McMinnville - 1591","","","McMinnville","OR","97128","USA","503-379-0065","","mcminnville@snapfitness.com","www.snapfitness.com/mcminnville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1591.pdf"
"4030","1554","Toronto-Scarborough East","8130 Sheppard Avenue East","Toronto-Scarborough East - 1554","Suite 108 and 109","","Toronto","ON","M1B 3W3","CAN","6478472252","","scarborougheast@snapfitness.com","www.snapfitness.com/scarborougheast","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1554.pdf"
"4035","1574","Los Lunas","1400 Main Street NW","Los Lunas - 1574","Suite I","","Los Lunas","NM","87031","USA","5055657711","","loslunas@snapfitness.com","www.snapfitness.com/loslunas","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1574.pdf"
"4038","1508","Bayswater","497 Guilford Road","Bayswater - 1508","","Next to Red Rooster and Muzz Buzz","Bayswater","WA","6053","AUS","0894717490","","bayswater@snapfitness.com.au","www.snapfitness.com/bayswater","Yes",""
"4042","1510","Baton Rouge","9828 Bluebonnet Blvd. Suite G","Baton Rouge - 1510","","","Baton Rouge","LA","70810","USA","2257676271","","batonrougela@snapfitness.com","www.snapfitness.com/batonrougela","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1510.pdf"
"4044","1555","Barboursville","3554 Rt. 60 East","Barboursville - 1555","","Next to the Huntington Mall on Route 60","Barboursville","WV","25504","USA","3048400180","","barboursvillewv@snapfitness.com","www.snapfitness.com/barboursville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1555.pdf"
"4045","1783","Milton","305 East Main Street","Milton - 1783","","","Milton","WV","25541","USA","3045924011","","miltonwv@snapfitness.com","www.snapfitness.com/miltonwv","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1783.pdf"
"4046","1696","Hurricane","3703 Teays Valley Road","Hurricane - 1696","","Located across from the Sleepy Hollow Golf Course","Hurricane","WV","25526","USA","3043975727","","hurricane@snapfitness.com","www.snapfitness.com/hurricane","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1696.pdf"
"4049","1656","Heliopolis-Cairo","79 El-Merghany St","Heliopolis-Cairo - 1656","","","Cairo","MF","11511","EGY","","","heliopolis@snapfitness.com.eg","www.snapfitness.com/heliopolis","Yes",""
"4057","1518","Christchurch-Ferrymead","Shop 7, Ferrymead Central Retail","Christchurch-Ferrymead - 1518","","","Christchurch-Ferrymead","CA","8023","NZL","","","ferrymead@snapfitness.com","www.snapfitness.com/ferrymead","Yes",""
"4058","1520","Paraparaumu","144 Kapiti Rd","Paraparaumu - 1520","","","Paraparaumu","WG","5032","NZL","","","paraparaumu@snapfitness.com","www.snapfitness.com/paraparaumu","Yes",""
"4059","1519","Blenheim","73-75 Grove Road","Blenheim - 1519","","","Blenheim","MA","7201","NZL","035776296","","blenheim@snapfitness.com","www.snapfitness.com/blenheim","Yes",""
"4074","1553","Edmonton-Downtown","9925 109th Street","Edmonton-Downtown - 1553","","","Edmonton","AB","T5J 3M9","CAN","7804297077","","edmontondowntown@snapfitness.com","www.snapfitness.com/edmontondowntown","Yes",""
"4075","1521","Casuarina","23B Bradshaw Terrace","Casuarina - 1521","","","Casuarina","NT","0810","AUS","0478201826","","darwincasuarina@snapfitness.com.au","www.snapfitness.com/darwin-casuarina","Yes",""
"4076","1522","Yarrawonga","Unit 2, 2 Middleton Street","Yarrawonga - 1522","","","Yarrawonga","NT","0830","AUS","0422634474","","darwinyarrawonga@snapfitness.com.au","www.snapfitness.com/darwinyarrawonga","Yes",""
"4077","1523","Croydon","224 Mt Dandenong Road, Croydon","Croydon - 1523","","","Croydon","VI","3136","AUS","0415469496","","croydon@snapfitness.com.au","www.snapfitness.com/croydon","Yes",""
"4083","1533","Naucalpan","Boulevard de la Santa Cruz #166, Col. Santa Cruz Acatlán","Naucalpan - 1533","","","Naucalpan","MX","53150","MEX","","","naucalli@snapfitness.com.mx","www.snapfitness.com/naucalli","Yes",""
"4084","1572","Connellsville","204 Memorial Blvd.","Connellsville - 1572","","","Connellsville","PA","15425","USA","7247070225","","connellsville@snapfitness.com","www.snapfitness.com/connellsville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1572.pdf"
"4085","1541","Atizapan de Zaragoza","Blvd Adolfo Lopez Mateos 100 Loc J-1 Colonia Las Alamedas","Atizapan de Zaragoza - 1541","","","Atizapan de Zaragoza","MX","52970","MEX","","","atizapan@snapfitness.com.mx","www.snapfitness.com/atizapan","Yes",""
"4086","1573","Arboledas","Calzada de los Jinetes #111, Col. Las Arboledas","Arboledas - 1573","","","Tlalnepantla de Baz","MX","54026","MEX","","","arboledas@snapfitness.com.mx","www.snapfitness.com/arboledas","Yes",""
"4087","1685","Vista del Valle","Plaza Espacio, Vista del Valle","Vista del Valle - 1685","Circumvalacion Poniente 189","","Vista del Valle, Naucalpan","AG","","MEX","","","vistadelvalle@snapfitness.com.mx","www.snapfitness.com/Vista del Valle","Yes",""
"4088","1536","Crosby","6500 N. FM 2100","Crosby - 1536","Suite 290","Town Center Plaza","Crosby","TX","77532","USA","8328384888","","crosbytx@snapfitness.com","www.snapfitness.com/crosbytx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1536.pdf"
"4090","1525","Jindalee","Jindalee Homemaker City, 34 Goggs Road","Jindalee - 1525","","","Jindalee, Brisbane","QL","4074","AUS","0488488299","","jindalee@snapfitness.com.au","www.snapfitness.com/jindalee","Yes",""
"4091","1551","Gosford","131 Henry Parry Drive","Gosford - 1551","","","Gosford","NS","2250","AUS","0488887627","","gosford@snapfitness.com.au","www.snapfitness.com/gosford","Yes",""
"4094","1845","Fitzroy","224 Brunswick Street","Fitzroy - 1845","","","Fitzroy","VI","3065","AUS","","","fitzroy@snapfitness.com.au","www.snapfitness.com/fitzroy","Yes",""
"4097","1528","Toowoomba","Cnr West and James Street","Toowoomba - 1528","","","Toowoomba","QL","4350","AUS","0478202703","","toowoombacbd@snapfitness.com.au","www.snapfitness.com/toowoombaCBD","Yes",""
"4098","1767","Hastings","804 West State Street","Hastings - 1767","","","Hastings","MI","49058","USA","2699531031","","hastingsmi@snapfitness.com","www.snapfitness.com/hastingsmi","Yes",""
"4100","1532","Armadale","92 Third Road","Armadale - 1532","","","Armadale","WA","6112","AUS","0402218395","","armadale@snapfitness.com.au","www.snapfitness.com/armadale","Yes",""
"4102","1534","Essendon","320-322 Keilor Road","Essendon - 1534","","","North Essendon","VI","3041","AUS","0417486262","","essendon@snapfitness.com.au","www.snapfitness.com/essendon","Yes",""
"4106","1662","Charnwood","Units 5&6, 6 Charnwood Place","Charnwood - 1662","","","Charnwood","AC","2615","AUS","","","charnwood@snapfitness.com.au","www.snapfitness.com/charnwood","Yes",""
"4108","1588","Independence","2002-2016 Enterprise Ct.","Independence - 1588","","","Independence","IA","50644","USA","3193321211","","independence@snapfitness.com","www.snapfitness.com/independence","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1588.pdf"
