"LOCATIONNUMBER","OLDLOCATIONID","LOCATIONID","NAME","PHONE","EMAIL","ADDRESS1","ADDRESS2","CITY","STATE","POSTALCODE","COUNTRY","BUSINESSENTITYCODE","LOCATIONSTATUSNAME","LOCATIONSTATUSCODE","WEBSITEURL","LOCATIONDESCRIPTION","LOCATIONNAMEIDENTIFIER","ISCORPORATE","MAP"
"675","","1042","Verona","412-828-8800","veronapa@snapfitness.com","120 Allegheny River Blvd.","","Verona","PA","15147","USA","snapfitness","Open","open","www.snapfitness.com/veronapa","","Verona - 675","0",""
"678","","826","Mason","513-229-7300","masonoh@snapfitness.com","4200 Aero Drive","Corner of Western Row & Tylersville near I-71","Mason","OH","45040","USA","snapfitness","Open","open","www.snapfitness.com/masonoh","","Mason - 678","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_678.pdf"
"679","","605","Bismarck West","701--75-1-77","bismarckwest@snapfitness.com","809 West Interstate Ave.","Suite E","Bismarck","ND","58503","USA","snapfitness","Open","open","www.snapfitness.com/bismarckwest","","Bismarck West - 679","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_679.pdf"
"682","","1087","Charlottesville","434-973-0587","charlottesvilleva@snapfitness.com","241 Zan Road","Seminole Square Shopping Center","Charlottesville","VA","22901","USA","snapfitness","Open","open","www.snapfitness.com/charlottesvilleva","","Charlottesville - 682","0",""
"684","","1079","Pittsburgh (McKnight Rd)","412-837-2092","mcknight@snapfitness.com","4721 McKnight Rd.","Northland Center","Pittsburgh","PA","15237","USA","snapfitness","Open","open","www.snapfitness.com/pittsburgh-mcknightrd","","Pittsburgh (McKnight Rd) - 684","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_684.pdf"
"685","","1000","Roy","(80-1) -430-","roy@snapfitness.com","3484 West 4800 South","","Roy","UT","84067","USA","snapfitness","Open","open","www.snapfitness.com/Roy","","Roy - 685","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_685.pdf"
"686","","1223","Jamestown","716-661-3690","jamestownny@snapfitness.com","764 Foote Ave.","","Jamestown","NY","14701","USA","snapfitness","Open","open","www.snapfitness.com/jamestownny","","Jamestown - 686","0",""
"687","","479","Spanish Fort","251--62-6-03","spanishfortal@snapfitness.com","6450 US Hwy 90","Suite E","Spanish Fort","AL","36527","USA","snapfitness","Open","open","www.snapfitness.com/spanishfortal","","Spanish Fort - 687","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_687.pdf"
"688","","535","Auburn","217-438-4348","auburn@snapfitness.com","650 E. Jackson Street","","Auburn","IL","62615","USA","snapfitness","Open","open","www.snapfitness.com/auburn","","Auburn - 688","0",""
"689","","1065","Gansevoort","518-792-0039","gansevoortny@snapfitness.com","1340 Saratoga Rd","Diamond 9 Plaza","Gansevoort","NY","12831","USA","snapfitness","Open","open","www.snapfitness.com/gansevoortny","","Gansevoort - 689","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_689.pdf"
"69","","30","Brighton","303--65-9-12","brighton@snapfitness.com","35 North 42nd Ave.","","Brighton","CO","80601","USA","snapfitness","Open","open","www.snapfitness.com/brighton","","Brighton - 69","0",""
"692","","1131","Hampstead","410-374-6155","hampsteadmd@snapfitness.com","2320 Hanover Pike","Suite 6","Hampstead","MD","21074","USA","snapfitness","Open","open","www.snapfitness.com/hampsteadmd","","Hampstead - 692","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_692.pdf"
"696","","1171","New Roads","225--63-8-76","newroadsla@snapfitness.com","1320 Hospital Road Ste 200","","New Roads","LA","70760","USA","snapfitness","Open","open","www.snapfitness.com/newroadsla","","New Roads - 696","0",""
"697","","1234","La Grange","502-222-2122","lagrangeky@snapfitness.com","1212 Market Street","","La Grange","KY","40031","USA","snapfitness","Open","open","www.snapfitness.com/lagrangeky","","La Grange - 697","0",""
"698","","1164","Antioch","615-332-7888","antiochtn@snapfitness.com","1309 Bell Rd.","Suite 212","Antioch","TN","37013","USA","snapfitness","Open","open","www.snapfitness.com/antiochtn","","Antioch - 698","0",""
"7","","52","Cottage Grove","651-769-2944","cottagegrove@snapfitness.com","8700 E. Point Douglas Rd S.","","Cottage Grove","MN","55016","USA","snapfitness","Open","open","www.snapfitness.com/cottagegrove","","Cottage Grove - 7","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_7.pdf"
"70","","235","Woodbury","651-501-7672","woodbury@snapfitness.com","1750 Weir Drive","","Woodbury","MN","55125","USA","snapfitness","Open","open","www.snapfitness.com/woodbury","","Woodbury - 70","0",""
"700","","1038","Chattanooga","423-855-8950","chattanoogatn@snapfitness.com","1667 Ooltewah-Ringgold Road","","Ooltewah","TN","37363","USA","snapfitness","Open","open","www.snapfitness.com/chattanoogatn","","Chattanooga - 700","0",""
"701","","374","Hartford","262--39-7-87","hartfordwi@snapfitness.com","1532 East Sumner Street","Hilldale Plaza","Hartford","WI","53027","USA","snapfitness","Open","open","www.snapfitness.com/hartfordwi","","Hartford - 701","0",""
"703","","721","Walnut Creek","925--93-8-80","walnutcreekca@snapfitness.com","1533A Palos Verdes Mall","","Walnut Creek","CA","94597","USA","snapfitness","Open","open","www.snapfitness.com/walnutcreekca","","Walnut Creek - 703","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_703.pdf"
"704","","1244","Irwin","724-744-7775","irwinpa@snapfitness.com","4016 Route 130","","Irwin","PA","15642","USA","snapfitness","Open","open","www.snapfitness.com/irwinpa","","Irwin - 704","0",""
"705","","1199","Havelock","252-652-6474","havelocknc@snapfitness.com","965 East Main Street","Unit 100","Havelock","NC","28532","USA","snapfitness","Open","open","www.snapfitness.com/havelocknc","","Havelock - 705","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_705.pdf"
"706","","1030","Richmond","832--59-5-26","richmondtx@snapfitness.com","9825 S. Mason Road","Suite #140","Richmond","TX","77406","USA","snapfitness","Open","open","www.snapfitness.com/richmondtx","","Richmond - 706","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_706.pdf"
"707","","1062","Fond du Lac (East)","920--92-4-76","fonddulacwi@snapfitness.com","976 E. Johnson St.","","Fond du Lac","WI","54935","USA","snapfitness","Open","open","www.snapfitness.com/fonddulacwi","","Fond du Lac (East) - 707","0",""
"708","","325","St. Bonifacius","952-446-8879","stboni@snapfitness.com","4195 Main Street","Suite 1040","St. Bonifacius","MN","55375","USA","snapfitness","Open","open","www.snapfitness.com/stboni","","St. Bonifacius - 708","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_708.pdf"
"709","","1179","Bryan","979--77-6-76","bryantx@snapfitness.com","4282 Boonville Rd","Suite 130","Bryan","TX","77802","USA","snapfitness","Open","open","www.snapfitness.com/bryantx","","Bryan - 709","0",""
"71","","630","Cedar City","435-867-1301","cedarcity@snapfitness.com","2333 West Hwy 56","Suite 400","Cedar City","UT","84720","USA","snapfitness","Open","open","www.snapfitness.com/cedarcity","","Cedar City - 71","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_71.pdf"
"710","","1235","Berlin","802-476-0460","berlinvt@snapfitness.com","1400 US Rt. 302 Suite#3","","Berlin","VT","05641","USA","snapfitness","Open","open","www.snapfitness.com/berlinvt","","Berlin - 710","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_710.pdf"
"711","","1113","Seabrook","281--53-2-40","seabrooktx@snapfitness.com","2900 Nasa Parkway","Suite 160","Seabrook","TX","77586","USA","snapfitness","Open","open","www.snapfitness.com/seabrooktx","","Seabrook - 711","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_711.pdf"
"713","","977","Gilroy","408--84-8-87","gilroyca@snapfitness.com","8050 Santa Teresa Blvd.","","Gilroy","CA","95020","USA","snapfitness","Open","open","www.snapfitness.com/gilroyca","","Gilroy - 713","0",""
"714","","829","Lincoln S","402--48-9-11","lincoln4@snapfitness.com","5900 S 85th","(84th & Old Cheny)","Lincoln","NE","68526","USA","snapfitness","Open","open","www.snapfitness.com/lincoln4","","Lincoln S - 714","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_714.pdf"
"716","","1088","Richmond","815--67-8-76","richmondil@snapfitness.com","10007 North Main Street","","Richmond","IL","60071","USA","snapfitness","Open","open","www.snapfitness.com/richmondil","","Richmond - 716","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_716.pdf"
"717","","1205","South Arlington","817-472-7477","arlingtontx@snapfitness.com","6507 S. Cooper St.","Suite 117","Arlington","TX","76001","USA","snapfitness","Open","open","www.snapfitness.com/southarlingtontx","","South Arlington - 717","0",""
"718","","1321","Idaho Falls","208--52-2-32","idahofallsid@snapfitness.com","1520 North 25th East","","Idaho Falls","ID","83401","USA","snapfitness","Open","open","www.snapfitness.com/idahofallsid","","Idaho Falls - 718","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_718.pdf"
"719","","1276","Estero","239-949-4600","esterofl@snapfitness.com","20041 S. Tamiami Trail","","Estero","FL","33928","USA","snapfitness","Open","open","www.snapfitness.com/esterofl","","Estero - 719","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_719.pdf"
"72","","141","Arbor Vitae, WI","715-358-2244","arborvitae@snapfitness.com","1575 Hwy. 51","","Arbor Vitae","WI","54568","USA","snapfitness","Open","open","www.snapfitness.com/minocquawoodruff","","Arbor Vitae, WI - 72","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_72.pdf"
"720","","1220","Houston","713--72-1-76","houstontx@snapfitness.com","9002 Chimney Rock","Suite A","Houston","TX","77096","USA","snapfitness","Open","open","www.snapfitness.com/houstontx","","Houston - 720","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_720.pdf"
"721","","1204","Willmar","320--22-2-SN","willmarmn@snapfitness.com","812 1st St. South","","Willmar","MN","56201","USA","snapfitness","Open","open","www.snapfitness.com/willmarmn","","Willmar - 721","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_721.pdf"
"722","","1090","Hilliard","614--77-7-93","hilliardoh@snapfitness.com","2467 Hilliard Rome Rd.","","Hilliard","OH","43026","USA","snapfitness","Open","open","www.snapfitness.com/hilliardoh","","Hilliard - 722","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_722.pdf"
"725","","402","Oxford","248--96-9-76","oxfordmi@snapfitness.com","972 N. Lapeer Road","","Oxford","MI","48371","USA","snapfitness","Open","open","www.snapfitness.com/oxfordmi","","Oxford - 725","0",""
"726","","1150","Johnson City","423-232-7627","johnsoncitytn@snapfitness.com","4307 N. Roan Street","Suite 4 & 5","Johnson City","TN","37615","USA","snapfitness","Open","open","www.snapfitness.com/johnsoncitytn","","Johnson City - 726","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_726.pdf"
"73","","214","Urbandale","515--33-9-70","urbandale@snapfitness.com","3963 100th St.","","Urbandale","IA","50322","USA","snapfitness","Open","open","www.snapfitness.com/urbandale","","Urbandale - 73","0",""
"730","","1153","Tupelo","662--84-4-SN","tupeloms@snapfitness.com","549 Coley Rd","","Tupelo","MS","38801","USA","snapfitness","Open","open","www.snapfitness.com/tupeloms","","Tupelo - 730","1",""
"731","","1154","Saltillo","662--86-9-31","saltilloms@snapfitness.com","111 Willowbrook Dr.","","Saltillo","MS","38866","USA","snapfitness","Open","open","www.snapfitness.com/saltilloms","","Saltillo - 731","1",""
"732","","1290","Atlanta - Inman Park","404--58-4-96","atlanta2@snapfitness.com","245 North Highland Ave","Suite 250","Atlanta","GA","30307","USA","snapfitness","Open","open","www.snapfitness.com/atlanta2","","Atlanta-Inman Park - 732","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_732.pdf"
"733","","594","Davidson","704-895-7474","davidsonnc@snapfitness.com","130 Harbour Place Drive","","Davidson","NC","28036","USA","snapfitness","Open","open","www.snapfitness.com/davidsonnc","","Davidson - 733","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_733.pdf"
"734","","1159","Hatfield","267-263-1205","hatfieldpa@snapfitness.com","1540 Cowpath Rd.","Suite 150","Hatfield","PA","19440","USA","snapfitness","Open","open","www.snapfitness.com/hatfieldpa","","Hatfield - 734","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_734.pdf"
"735","","509","ABQ Carmel","505--33-2-39","abq1@snapfitness.com","7900 Carmel Ave. NE","","Albuquerque","NM","87122","USA","snapfitness","Open","open","www.snapfitness.com/abq1","","ABQ Carmel - 735","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_735.pdf"
"737","","409","Menomonee Falls","262--50-2-76","menomoneefalls@snapfitness.com","N72W13400 Lund Ln.","Unit F","Menomonee Falls","WI","53051","USA","snapfitness","Open","open","www.snapfitness.com/menomoneefalls","","Menomonee Falls - 737","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_737.pdf"
"738","","910","Seattle West","206--29-9-15","seattlewest@snapfitness.com","4714 42nd Ave. SW","","Seattle","WA","98116","USA","snapfitness","Open","open","www.snapfitness.com/seattlewest","","Seattle West - 738","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_738.pdf"
"739","","1320","Alma","989--30-3-10","alma@snapfitness.com","2850 Cheesman Road","","Alma","MI","48801","USA","snapfitness","Open","open","www.snapfitness.com/alma","","Alma - 739","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_739.pdf"
"74","","137","Milaca","320-282-2190","milaca@snapfitness.com","600 B State Hwy 23","","Milaca","MN","56353","USA","snapfitness","Open","open","www.snapfitness.com/milaca","","Milaca - 74","0",""
"740","","1178","Houghton","906-483-0310","houghtonmi@snapfitness.com","850 W. Sharon Ave","","Houghton","MI","49931","USA","snapfitness","Open","open","www.snapfitness.com/houghtonmi","","Houghton - 740","0",""
"743","","1317","East Bethel","763--43-4-58","eastbethelmn@snapfitness.com","18447 Highway 65 NE","Suite A","East Bethel","MN","55011","USA","snapfitness","Open","open","www.snapfitness.com/eastbethelmn","","East Bethel - 743","0",""
"744","","1286","Ridgeland","601-383-4445","ridgelandms@snapfitness.com","7048 Old Canton Rd, Ste 1004","","Ridgeland","MS","39157","USA","snapfitness","Open","open","www.snapfitness.com/ridgelandms","","Ridgeland - 744","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_744.pdf"
"746","","1338","Central","225-261-6119","central@snapfitness.com","18513 Magnolia Bridge Road","","Central","LA","70739","USA","snapfitness","Open","open","www.snapfitness.com/central","","Central - 746","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_746.pdf"
"747","","298","Aitkin","218-927-1300","aitkinmn@snapfitness.com","10 2nd Street NE","","Aitkin","MN","56431","USA","snapfitness","Open","open","www.snapfitness.com/aitkinmn","","Aitkin - 747","0",""
"748","","1121","Gilbert","480--84-0-63","gilbertaz2@snapfitness.com","1459 S Higley Rd","Corner of Higley & Ray Rd. in Higley Park Commons","Gilbert","AZ","85296","USA","snapfitness","Open","open","www.snapfitness.com/gilbertaz2","","Gilbert - 748","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_748.pdf"
"749","","378","Spicer","320-796-2424","spicermn@snapfitness.com","300 S. Hwy 23","","Spicer","MN","56288","USA","snapfitness","Open","open","www.snapfitness.com/spicermn","","Spicer - 749","0",""
"75","","7","Amery","715-254-9652","amery@snapfitness.com","930 Elden Ave.","","Amery","WI","54001","USA","snapfitness","Open","open","www.snapfitness.com/amery","","Amery - 75","0",""
"750","","282","Dassel","320-275-2711","dasselmn@snapfitness.com","641 Parker Ave W","","Dassel","MN","55325","USA","snapfitness","Open","open","www.snapfitness.com/dasselmn","","Dassel - 750","0",""
"751","","442","Spokane-Indian Trail Road","509--46-8-28","spokanenorth@snapfitness.com","8801 N. Indian Trail","","Spokane","WA","99208","USA","snapfitness","Open","open","www.snapfitness.com/spokanenorth","","Spokane-Indian Trail Road - 751","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_751.pdf"
"752","","499","Forest Hill","410--63-8-04","foresthillmd@snapfitness.com","1517-B Rock Spring Road","","Forest Hill","MD","21050","USA","snapfitness","Open","open","www.snapfitness.com/foresthillmd","","Forest Hill - 752","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_752.pdf"
"754","","1363","West Des Moines","515--22-3-15","westdesmoines@snapfitness.com","7450 Bridgewood Boulevard Suite 205","","West Des Moines","IA","50266","USA","snapfitness","Open","open","www.snapfitness.com/westdesmoines","","West Des Moines - 754","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_754.pdf"
"757","","1249","Mount Joy","717-653-1044","mountjoypa@snapfitness.com","763 East Main Street","","Mount Joy","PA","17552","USA","snapfitness","Open","open","www.snapfitness.com/mountjoypa","","Mount Joy - 757","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_757.pdf"
"76","","29","Brainerd","218-825-8100","brainerd@snapfitness.com","1313 S. 6th St.","","Brainerd","MN","56401","USA","snapfitness","Open","open","www.snapfitness.com/brainerd","","Brainerd - 76","0",""
"762","","390","Elkhorn","262--72-3-76","elkhorn@snapfitness.com","10 W Evergreen Parkway","","Elkhorn","WI","53121","USA","snapfitness","Open","open","www.snapfitness.com/elkhorn","","Elkhorn - 762","0",""
"763","","532","Yuma Foothills","928--34-5-65","yumafoothills@snapfitness.com","11274 S. Fortuna Road","Suite C4","Yuma","AZ","85367","USA","snapfitness","Open","open","www.snapfitness.com/yumafoothills","","Yuma Foothills - 763","1",""
"764","","495","Batesville","662--56-3-49","batesvillems@snapfitness.com","436 Highway 6 East","","Batesville","MS","38606","USA","snapfitness","Open","open","www.snapfitness.com/batesvillems","","Batesville - 764","1",""
"765","","1200","Aberdeen","732-290-7627","aberdeennj@snapfitness.com","318 Lloyd Rd.","","Aberdeen","NJ","07747","USA","snapfitness","Open","open","www.snapfitness.com/aberdeennj","","Aberdeen - 765","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_765.pdf"
"766","","1246","Hartland","810-.63-2.59","hartlandmi@snapfitness.com","11333 Highland Road","","Hartland","MI","48353","USA","snapfitness","Open","open","www.snapfitness.com/hartlandmi","","Hartland - 766","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_766.pdf"
"767","","1224","Clio","810-547-1666","cliomi@snapfitness.com","425 W. Vienna St","","Clio","MI","48420","USA","snapfitness","Open","open","www.snapfitness.com/cliomi","","Clio - 767","0",""
"769","","1023","Milwaukie","503--35-3-76","milwaukieor@snapfitness.com","4200 SE King Road","","Milwaukie","OR","97222","USA","snapfitness","Open","open","www.snapfitness.com/milwaukieor","","Milwaukie - 769","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_769.pdf"
"770","","1197","Marlton","856-988-7627","marltonnj@snapfitness.com","795 Route 70 East","The Shoppes at Elmwood","Marlton","NJ","08053","USA","snapfitness","Open","open","www.snapfitness.com/marltonnj","","Marlton - 770","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_770.pdf"
"771","","1192","Deptford","856-579-7199","deptfordnj@snapfitness.com","1450 Clements Bridge Road","The Plaza at Deptford","Deptford","NJ","08096","USA","snapfitness","Open","open","www.snapfitness.com/deptfordnj","","Deptford - 771","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_771.pdf"
"772","","922","Wayland","269--79-2-00","waylandmi@snapfitness.com","150 Pine Street","","Wayland","MI","49348","USA","snapfitness","Open","open","www.snapfitness.com/waylandmi","","Wayland - 772","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_772.pdf"
"773","","461","Gurnee","847--22-3-53","gurneeil@snapfitness.com","34491 N. Old Walnut Circle","","Gurnee","IL","60031","USA","snapfitness","Open","open","www.snapfitness.com/gurneeil","","Gurnee - 773","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_773.pdf"
"776","","938","North Mankato","507-387-7627","northmankato@snapfitness.com","1754 Commerce Drive","Suite 101","North Mankato","MN","56003","USA","snapfitness","Open","open","www.snapfitness.com/northmankato","","North Mankato - 776","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_776.pdf"
"778","","1226","Redwood Falls","507-627-7627","redwoodfallsmn@snapfitness.com","621 East Bridge St.","","Redwood Falls","MN","56283","USA","snapfitness","Open","open","www.snapfitness.com/redwoodfallsmn","","Redwood Falls - 778","0",""
"779","","1429","Navarre","850-515-0060","navarrefl@snapfitness.com","8259 Navarre Parkway","","Navarre","FL","32566","USA","snapfitness","Open","open","www.snapfitness.com/navarrefl","","Navarre - 779","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_779.pdf"
"780","","1262","Lake Charles","337--47-8-45","lakecharlesla@snapfitness.com","2724 Country Club Rd.","","Lake Charles","LA","70605","USA","snapfitness","Open","open","www.snapfitness.com/lakecharlesla","","Lake Charles - 780","0",""
"781","","1277","Greenville","252-758-7627","greenvillenc@snapfitness.com","2120 E Fire Tower Rd.","Suite 111","Greenville","NC","27858","USA","snapfitness","Open","open","www.snapfitness.com/greenvillenc","","Greenville - 781","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_781.pdf"
"782","","1225","Jamesburg","732-521-1717","jamesburgnj@snapfitness.com","198 Buckelew Ave","","Jamesburg","NJ","08831","USA","snapfitness","Open","open","www.snapfitness.com/jamesburgnj","","Jamesburg - 782","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_782.pdf"
"783","","1344","Marana","520--39-5-22","maranaaz@snapfitness.com","8567 N Silverbell","","Tucson","AZ","85743","USA","snapfitness","Open","open","www.snapfitness.com/maranaaz","","Marana - 783","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_783.pdf"
"786","","1248","Marietta","717-426-1600","mariettapa@snapfitness.com","312 Honeysuckle Drive","","Marietta","PA","17547","USA","snapfitness","Open","open","www.snapfitness.com/mariettapa","","Marietta - 786","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_786.pdf"
"79","","198","Sparta","608--26-9-17","spartawi@snapfitness.com","229 N. Black River St.","","Sparta","WI","54656","USA","snapfitness","Open","open","www.snapfitness.com/sparta","","Sparta - 79","0",""
"790","","278","Bloomington","952-746-4516","bloomington3@snapfitness.com","9505 Lyndale Ave South","","Bloomington","MN","55420","USA","snapfitness","Open","open","www.snapfitness.com/bloomington3","","Bloomington - 790","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_790.pdf"
"793","","1252","Ashtabula","440--99-3-00","ashtabulaoh@snapfitness.com","3705 State Rd","Suite 102","Ashtabula","OH","44004","USA","snapfitness","Open","open","www.snapfitness.com/ashtabulaoh","","Ashtabula - 793","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_793.pdf"
"794","","1461","Des Moines East","515--33-9-70","desmoineseast@snapfitness.com","3440 E 33rd St","","Des Moines","IA","50317","USA","snapfitness","Open","open","www.snapfitness.com/desmoineseast","","Des Moines East - 794","0",""
"795","","1123","Mahwah","201-252-2536","mahwahnj@snapfitness.com","115 Franklin Turnpike","","Mahwah","NJ","07430","USA","snapfitness","Open","open","www.snapfitness.com/mahwahnj","","Mahwah - 795","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_795.pdf"
"797","","422","Salem","503--99-1-50","salemor2@snapfitness.com","4555 Liberty Rd.","Suite #390","Salem","OR","97302","USA","snapfitness","Open","open","www.snapfitness.com/salemor2","","Salem - 797","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_797.pdf"
"798","","1238","Charlotte","517-541-3483","charlottemi@snapfitness.com","1658 Lansing Road","Suite 261","Charlotte","MI","48813","USA","snapfitness","Open","open","www.snapfitness.com/charlottemi","","Charlotte - 798","0",""
"8","","200","Spring Park","952-471-1114","springpark@snapfitness.com","4671 Shoreline Drive","","Spring Park","MN","55384","USA","snapfitness","Open","open","www.snapfitness.com/springpark","","Spring Park - 8","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_8.pdf"
"80","","84","Gonzales","225-644-1297","gonzales@snapfitness.com","625 South Burnside Ave.","","Gonzales","LA","70737","USA","snapfitness","Open","open","www.snapfitness.com/gonzales","","Gonzales - 80","0",""
"802","","1336","Lawrence","785--84-2-SN","lawrenceks@snapfitness.com","1800 E 23rd St. Ste. C","","Lawrence","KS","66046","USA","snapfitness","Open","open","www.snapfitness.com/lawrenceks","","Lawrence - 802","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_802.pdf"
"803","","415","Overland Park","913--45-1-76","overlandpark@snapfitness.com","11118 Antioch Rd","","Overland Park","KS","66210","USA","snapfitness","Open","open","www.snapfitness.com/overlandpark","","Overland Park - 803","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_803.pdf"
